date,VJY0001M Index,VJY0003M Index,VJY0006M Index,TI0001M Index,TI0003M Index,TI0005M Index,VUS0001M Index,VUS0003M Index,VUS0006M Index,GJGB1 Index,GJGB2 Index,GJGB5 Index,GJGB10 Index,GJGB20 Index,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12
2015-10-30,0.12085,0.16307,0.26395,0.13,0.17091,0.23182,0.18465,0.42486,0.66469,0.013,0.007,0.043,0.309,1.07,0,0,0,0,0,0,0,0,1,0,0
2015-11-30,0.11927,0.14824,0.23719,0.13,0.17091,0.23182,0.33036,0.52746,0.70086,-0.001,-0.005,0.041,0.307,1.067,0,0,0,0,0,0,0,0,0,1,0
2015-12-31,0.11223,0.12108,0.20072,0.13,0.17091,0.23182,0.49302,0.56777,0.72424,-0.048,-0.009,0.028,0.265,1.004,0,0,0,0,0,0,0,0,0,0,1
2016-01-29,0.08153,0.08747,0.1723,0.13,0.17091,0.23182,0.48583,0.55358,0.72057,-0.067,-0.072,-0.065,0.1,0.813,0,0,0,0,0,0,0,0,0,0,0
2016-02-29,0.04164,0.05318,0.1524,0.07364,0.09909,0.23182,0.4468,0.52785,0.71947,-0.172,-0.235,-0.223,-0.06,0.544,1,0,0,0,0,0,0,0,0,0,0
2016-03-31,0.01255,0.03477,0.13849,0.07364,0.09909,0.23182,0.44574,0.55063,0.73099,-0.182,-0.184,-0.182,-0.029,0.445,0,1,0,0,0,0,0,0,0,0,0
2016-04-29,-0.01473,0.03098,0.12798,0.03455,0.06273,0.23182,0.40622,0.568,0.74343,-0.263,-0.236,-0.195,-0.075,0.318,0,0,1,0,0,0,0,0,0,0,0
2016-05-31,-0.01433,0.03586,0.12489,0.03455,0.06273,0.23182,0.50925,0.59427,0.74583,-0.262,-0.233,-0.225,-0.105,0.251,0,0,0,1,0,0,0,0,0,0,0
2016-06-30,-0.00498,0.03623,0.1156,0.03273,0.06091,0.23182,0.49219,0.59522,0.74158,-0.322,-0.295,-0.306,-0.217,0.076,0,0,0,0,1,0,0,0,0,0,0
2016-07-29,-0.00545,0.0307,0.11254,0.03182,0.06,0.23182,0.47934,0.60415,0.76271,-0.265,-0.25,-0.266,-0.19,0.183,0,0,0,0,0,1,0,0,0,0,0
2016-08-31,-0.01474,0.02803,0.10868,0.03182,0.06,0.23182,0.51078,0.58354,0.78534,-0.216,-0.196,-0.173,-0.063,0.344,0,0,0,0,0,0,1,0,0,0,0
2016-09-30,-0.00203,0.03027,0.10941,0.03,0.05727,0.23182,0.51785,0.5721,0.81917,-0.318,-0.287,-0.245,-0.089,0.352,0,0,0,0,0,0,0,1,0,0,0
2016-10-31,-0.01535,0.02638,0.09619,0.03,0.05727,0.23182,0.41297,0.6102,0.88211,-0.289,-0.239,-0.189,-0.048,0.385,0,0,0,0,0,0,0,0,1,0,0
2016-11-30,-0.0099,0.02917,0.09401,0.03,0.05727,0.23182,0.47531,0.67555,0.96473,-0.233,-0.157,-0.094,0.025,0.453,0,0,0,0,0,0,0,0,0,1,0
2016-12-30,-0.01351,0.02924,0.0897,0.03,0.05727,0.23182,0.61516,0.75509,1.07167,-0.268,-0.18,-0.108,0.046,0.581,0,0,0,0,0,0,0,0,0,0,1
2017-01-31,-0.00778,0.02596,0.08559,0.03,0.05727,0.23182,0.61535,0.85185,1.16903,-0.275,-0.194,-0.09,0.087,0.662,0,0,0,0,0,0,0,0,0,0,0
2017-02-28,-0.01014,0.01987,0.07937,0.03,0.05727,0.23182,0.70396,0.94299,1.2502,-0.245,-0.263,-0.138,0.056,0.631,1,0,0,0,0,0,0,0,0,0,0
2017-03-31,-0.02546,0.01286,0.07269,0.03,0.05727,0.23182,0.90309,1.0607,1.32309,-0.245,-0.186,-0.118,0.07,0.638,0,1,0,0,0,0,0,0,0,0,0
2017-04-28,-0.02901,0.01187,0.07307,0.03,0.05727,0.23182,0.89092,1.13251,1.36053,-0.209,-0.209,-0.154,0.018,0.565,0,0,1,0,0,0,0,0,0,0,0
2017-05-31,-0.02893,0.01338,0.07133,0.03,0.05727,0.23182,1.06957,1.22006,1.41157,-0.168,-0.158,-0.113,0.049,0.574,0,0,0,1,0,0,0,0,0,0,0
2017-06-30,-0.02793,0.00756,0.06987,0.03,0.05727,0.23182,1.13607,1.24286,1.44889,-0.127,-0.12,-0.064,0.086,0.593,0,0,0,0,1,0,0,0,0,0,0
2017-07-31,-0.02281,0.01314,0.06859,0.03,0.05727,0.23182,1.13457,1.24444,1.50521,-0.123,-0.113,-0.058,0.083,0.593,0,0,0,0,0,1,0,0,0,0,0
2017-08-31,-0.03407,0.00845,0.06887,0.03,0.05727,0.23182,1.14177,1.25876,1.55155,-0.151,-0.161,-0.136,0.009,0.544,0,0,0,0,0,0,1,0,0,0,0
2017-09-29,-0.01514,0.00907,0.06666,0.03455,0.05727,0.23182,1.14412,1.308,1.62528,-0.153,-0.121,-0.08,0.068,0.581,0,0,0,0,0,0,0,1,0,0,0
2017-10-31,-0.02759,0.00472,0.05847,0.04364,0.06727,0.23182,1.19011,1.41873,1.74929,-0.165,-0.16,-0.094,0.071,0.598,0,0,0,0,0,0,0,0,1,0,0
2017-11-30,-0.02364,0.00338,0.04987,0.04545,0.06727,0.23182,1.30803,1.49614,1.85546,-0.174,-0.156,-0.111,0.039,0.572,0,0,0,0,0,0,0,0,0,1,0
2017-12-29,-0.02416,-0.00498,0.04113,0.04545,0.06727,0.23182,1.46285,1.59573,1.95437,-0.145,-0.132,-0.101,0.048,0.572,0,0,0,0,0,0,0,0,0,0,1
2018-01-31,-0.0245,-0.01285,0.03337,0.05545,0.06909,0.23182,1.43381,1.73775,2.05502,-0.13,-0.131,-0.078,0.085,0.593,0,0,0,0,0,0,0,0,0,0,0
2018-02-28,-0.0447,-0.02085,0.02279,0.05545,0.06909,0.23182,1.60449,1.86407,2.13399,-0.157,-0.156,-0.106,0.053,0.55,1,0,0,0,0,0,0,0,0,0,0
2018-03-30,-0.0482,-0.02552,0.01897,0.05545,0.06909,0.23182,1.85145,1.96698,2.2042,-0.135,-0.133,-0.101,0.049,0.534,0,1,0,0,0,0,0,0,0,0,0
2018-04-30,-0.04968,-0.02895,0.01716,0.05364,0.06909,0.23182,1.8342,2.03403,2.26759,-0.134,-0.132,-0.1,0.055,0.535,0,0,1,0,0,0,0,0,0,0,0
2018-05-31,-0.05849,-0.02941,0.01278,0.05364,0.06909,0.23182,1.93139,2.09999,2.33708,-0.14,-0.142,-0.118,0.04,0.514,0,0,0,1,0,0,0,0,0,0,0
2018-06-29,-0.05748,-0.02689,0.01258,0.05364,0.06909,0.23182,2.03972,2.1436,2.41553,-0.121,-0.115,-0.108,0.036,0.502,0,0,0,0,1,0,0,0,0,0,0
2018-07-31,-0.0487,-0.02442,0.01367,0.05364,0.06909,0.23182,2.019,2.23946,2.50713,-0.112,-0.106,-0.089,0.062,0.537,0,0,0,0,0,1,0,0,0,0,0
2018-08-31,-0.04931,-0.02809,0.01308,0.06455,0.06909,0.23182,2.05847,2.3427,2.58835,-0.111,-0.112,-0.076,0.107,0.624,0,0,0,0,0,0,1,0,0,0,0
2018-09-28,-0.05118,-0.03172,0.01521,0.06455,0.06909,0.23182,2.29497,2.45197,2.66028,-0.121,-0.111,-0.067,0.13,0.657,0,0,0,0,0,0,0,1,0,0,0
2018-10-31,-0.06432,-0.03378,0.01413,0.06273,0.06909,0.23182,2.32681,2.5623,2.71428,-0.143,-0.123,-0.08,0.127,0.651,0,0,0,0,0,0,0,0,1,0,0
2018-11-30,-0.06303,-0.03041,0.01655,0.06273,0.06909,0.23182,2.42635,2.62417,2.7485,-0.144,-0.129,-0.1,0.092,0.596,0,0,0,0,0,0,0,0,0,1,0
2018-12-31,-0.05899,-0.02368,0.01755,0.06273,0.06909,0.23182,2.59406,2.65649,2.76176,-0.146,-0.141,-0.142,0.003,0.494,0,0,0,0,0,0,0,0,0,0,1
2019-01-31,-0.05323,-0.02536,0.01572,0.06091,0.06909,0.23182,2.51351,2.6549,2.75605,-0.173,-0.164,-0.158,0.005,0.453,0,0,0,0,0,0,0,0,0,0,0
2019-02-28,-0.04124,-0.02656,0.01701,0.06273,0.06909,0.23182,2.51405,2.66304,2.71291,-0.152,-0.152,-0.156,-0.022,0.424,1,0,0,0,0,0,0,0,0,0,0
2019-03-29,-0.06651,-0.03288,0.015,0.06091,0.06909,0.23182,2.58363,2.66642,2.66861,-0.17,-0.169,-0.195,-0.081,0.339,0,1,0,0,0,0,0,0,0,0,0
2019-04-30,-0.05942,-0.03528,0.0215,0.06091,0.06909,0.23182,2.52462,2.65999,2.56568,-0.157,-0.149,-0.161,-0.04,0.371,0,0,1,0,0,0,0,0,0,0,0
2019-05-31,-0.06334,-0.0338,0.02344,0.06909,0.06727,0.23182,2.49194,2.5728,2.42495,-0.16,-0.171,-0.193,-0.094,0.296,0,0,0,1,0,0,0,0,0,0,0
2019-06-28,-0.07532,-0.03299,0.02737,0.06545,0.06727,0.23182,2.55279,2.50596,2.28951,-0.197,-0.217,-0.256,-0.158,0.227,0,0,0,0,1,0,0,0,0,0,0
2019-07-31,-0.05207,-0.01679,0.03213,0.06545,0.06727,0.23182,2.23804,2.30715,2.13381,-0.173,-0.202,-0.236,-0.153,0.21,0,0,0,0,0,1,0,0,0,0,0
2019-08-30,-0.06301,-0.01581,0.03581,0.07727,0.06727,0.23182,2.28228,2.12508,2.04759,-0.255,-0.296,-0.345,-0.269,0.06,0,0,0,0,0,0,1,0,0,0,0
2019-09-30,-0.02913,-0.00895,0.0367,0.07727,0.06727,0.23182,1.97329,1.90846,1.79804,-0.295,-0.315,-0.355,-0.213,0.21,0,0,0,0,0,0,0,1,0,0,0
2019-10-31,-0.05177,-0.01534,0.03363,0.07727,0.06727,0.23182,1.66812,1.79417,1.4814,-0.208,-0.23,-0.263,-0.133,0.233,0,0,0,0,0,0,0,0,1,0,0
2019-11-29,-0.04624,-0.00845,0.03221,0.06909,0.06727,0.23182,1.64659,1.79669,1.24379,-0.158,-0.169,-0.171,-0.073,0.26,0,0,0,0,0,0,0,0,0,1,0
2019-12-31,-0.05117,-0.01281,0.02927,0.06909,0.06909,0.23182,1.64161,1.50233,0.9858,-0.117,-0.131,-0.118,-0.011,0.288,0,0,0,0,0,0,0,0,0,0,1
2020-01-31,-0.03161,-0.01332,0.03034,0.06909,0.06909,0.23182,1.68496,0.99331,0.74394,-0.134,-0.143,-0.166,-0.066,0.234,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,-0.06037,-0.02197,0.02796,0.07909,0.06909,0.23182,0.83266,0.51661,0.5144,-0.212,-0.248,-0.255,-0.153,0.158,1,0,0,0,0,0,0,0,0,0,0
2020-03-31,-0.05355,-0.02418,0.02562,0.08,0.06909,0.23182,0.12159,0.29438,0.41409,-0.146,-0.135,-0.093,0.022,0.326,0,1,0,0,0,0,0,0,0,0,0
2020-04-30,-0.06327,-0.0233,0.02765,0.07,0.06909,0.23182,0.15066,0.32701,0.44171,-0.181,-0.175,-0.152,-0.03,0.305,0,0,1,0,0,0,0,0,0,0,0
2020-05-29,-0.0668,-0.02036,0.02892,0.04091,0.06909,0.23182,0.1884,0.34269,0.45389,-0.154,-0.151,-0.126,0.005,0.353,0,0,0,1,0,0,0,0,0,0,0
2020-06-30,-0.04969,-0.02283,0.03206,0.04091,0.06909,0.23182,0.22092,0.34964,0.46167,-0.18,-0.131,-0.1,0.028,0.409,0,0,0,0,1,0,0,0,0,0,0
2020-07-31,-0.05284,-0.02015,0.03289,0.04727,0.06909,0.23182,0.19997,0.3463,0.46348,-0.137,-0.121,-0.114,0.02,0.384,0,0,0,0,0,1,0,0,0,0,0
2020-08-31,-0.07441,-0.02062,0.03484,0.08,0.06909,0.23182,0.20125,0.34814,0.47205,-0.096,-0.108,-0.07,0.051,0.432,0,0,0,0,0,0,1,0,0,0,0
2020-09-30,-0.04326,-0.01269,0.04026,0.06,0.07909,0.23182,0.20215,0.347,0.47224,-0.13,-0.127,-0.111,0.016,0.402,0,0,0,0,0,0,0,1,0,0,0
2020-10-30,-0.0555,-0.01357,0.0413,0.05818,0.07909,0.23182,0.19964,0.34206,0.46847,-0.113,-0.115,-0.091,0.042,0.418,0,0,0,0,0,0,0,0,1,0,0
2020-11-30,-0.04953,-0.00955,0.04345,0.08818,0.07909,0.23182,0.19796,0.32838,0.46674,-0.117,-0.118,-0.094,0.032,0.403,0,0,0,0,0,0,0,0,0,1,0
2020-12-31,-0.04362,-0.00669,0.04225,0.07818,0.07909,0.23182,0.18655,0.30328,0.45688,-0.099,-0.115,-0.109,0.021,0.405,0,0,0,0,0,0,0,0,0,0,1
2021-01-29,-0.03978,-0.00488,0.03875,0.07818,0.07909,0.23182,0.15698,0.28328,0.45334,-0.106,-0.111,-0.109,0.054,0.461,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,-0.04326,-0.00535,0.03548,0.07727,0.07909,0.23182,0.12948,0.27318,0.4545,-0.108,-0.106,-0.057,0.162,0.558,1,0,0,0,0,0,0,0,0,0,0
2021-03-31,-0.04222,-0.01054,0.03379,0.07727,0.06909,0.23182,0.12448,0.27732,0.46121,-0.111,-0.124,-0.09,0.095,0.494,0,1,0,0,0,0,0,0,0,0,0
2021-04-30,-0.04542,-0.01786,0.03147,0.08455,0.06909,0.23182,0.12448,0.29051,0.46733,-0.119,-0.122,-0.081,0.097,0.463,0,0,1,0,0,0,0,0,0,0,0
2021-05-31,-0.05681,-0.02363,0.02786,0.08545,0.06909,0.23182,0.13867,0.3031,0.47356,-0.102,-0.126,-0.093,0.087,0.453,0,0,0,1,0,0,0,0,0,0,0
2021-06-30,-0.06441,-0.0213,0.02808,0.08545,0.05909,0.23182,0.16448,0.31161,0.47783,-0.1,-0.093,-0.096,0.058,0.441,0,0,0,0,1,0,0,0,0,0,0
2021-07-30,-0.06225,-0.01868,0.03096,0.08545,0.05727,0.23182,0.16448,0.31084,0.47762,-0.126,-0.116,-0.121,0.022,0.394,0,0,0,0,0,1,0,0,0,0,0
2021-08-31,-0.04968,-0.02012,0.03338,0.08545,0.05727,0.23182,0.16448,0.31084,0.47755,-0.102,-0.126,-0.108,0.025,0.406,0,0,0,0,0,0,1,0,0,0,0
2021-09-30,-0.05637,-0.02203,0.03552,0.07545,0.05727,0.23182,0.16207,0.31073,0.49446,-0.099,-0.123,-0.076,0.072,0.45,0,0,0,0,0,0,0,1,0,0,0
2021-10-29,-0.06614,-0.01888,0.0381,0.07545,0.05727,0.23182,0.16448,0.31108,0.53384,-0.099,-0.095,-0.067,0.099,0.474,0,0,0,0,0,0,0,0,1,0,0
2021-11-30,-0.05547,-0.01256,0.04162,0.08545,0.05727,0.23182,0.16415,0.31095,0.64673,-0.123,-0.124,-0.091,0.057,0.453,0,0,0,0,0,0,0,0,0,1,0
2021-12-31,-0.04741,-0.00632,0.03992,0.07545,0.06727,0.23182,0.16319,0.34751,0.82007,-0.065,-0.089,-0.075,0.071,0.479,0,0,0,0,0,0,0,0,0,0,1
2022-01-31,-0.04755,-0.00383,0.04065,0.07545,0.06727,0.23182,0.16412,0.4271,1.06864,-0.075,-0.049,-0.016,0.178,0.57,0,0,0,0,0,0,0,0,0,0,0
2022-02-28,-0.03701,-0.00372,0.04132,0.08545,0.06727,0.23182,0.25734,0.64549,1.44052,-0.059,-0.025,0.016,0.192,0.665,1,0,0,0,0,0,0,0,0,0,0
2022-03-31,-0.04054,-0.01343,0.0346,0.08545,0.06727,0.23182,0.4021,0.95583,1.84039,-0.058,-0.03,0.044,0.22,0.726,0,1,0,0,0,0,0,0,0,0,0
2022-04-29,-0.04649,-0.0142,0.02911,0.07545,0.06727,0.23182,0.80624,1.36079,2.29193,-0.076,-0.054,0.015,0.23,0.758,0,0,1,0,0,0,0,0,0,0,0
2022-05-31,-0.06562,-0.01349,0.02065,0.08182,0.06727,0.23182,1.20327,1.92855,2.80644,-0.09,-0.072,0.007,0.243,0.765,0,0,0,1,0,0,0,0,0,0,0
2022-06-30,-0.0429,-0.01683,0.01538,0.08182,0.06727,0.23182,1.6709,2.38013,3.29925,-0.101,-0.058,0.025,0.231,0.896,0,0,0,0,1,0,0,0,0,0,0
2022-07-29,-0.04355,-0.02777,0.01468,0.08,0.06727,0.23182,2.39755,2.85816,3.75292,-0.132,-0.077,-0.023,0.185,0.851,0,0,0,0,0,1,0,0,0,0,0
2022-08-31,-0.07588,-0.04487,0.01383,0.08091,0.06364,0.23182,2.58351,3.3457,4.14097,-0.122,-0.082,0.012,0.226,0.86,0,0,0,0,0,0,1,0,0,0,0
2022-09-30,-0.07683,-0.05209,0.01891,0.05727,0.05364,0.23182,3.1501,3.87377,4.50356,-0.125,-0.049,0.068,0.244,1.011,0,0,0,0,0,0,0,1,0,0,0
2022-10-31,-0.09485,-0.04218,0.02465,0.05636,0.05364,0.23182,3.83984,4.31413,4.80905,-0.116,-0.046,0.082,0.248,1.06,0,0,0,0,0,0,0,0,1,0,0
2022-11-30,-0.09778,-0.02685,0.02651,0.06818,0.05364,0.23182,4.17621,4.57627,5.03563,-0.085,-0.023,0.117,0.253,1.138,0,0,0,0,0,0,0,0,0,1,0
2022-12-30,-0.04892,-0.00934,0.02723,0.06818,0.06364,0.23182,4.42508,4.76408,5.20747,0.018,0.039,0.232,0.422,1.307,0,0,0,0,0,0,0,0,0,0,1
2023-01-31,-0.04663,-0.00702,0.02264,0.05182,0.07455,0.23182,4.6551,4.94107,5.34779,-0.068,-0.017,0.193,0.496,1.386,0,0,0,0,0,0,0,0,0,0,0
2023-02-28,-0.04533,-0.01928,0.0153,0.06273,0.07455,0.23182,4.71894,5.10621,5.46947,-0.08,-0.032,0.216,0.505,1.196,1,0,0,0,0,0,0,0,0,0,0
2023-03-31,-0.04195,-0.03573,0.00904,0.06273,0.07455,0.23182,4.93533,5.25657,5.59147,-0.098,-0.056,0.102,0.351,1.028,0,1,0,0,0,0,0,0,0,0,0
2023-04-28,-0.08201,-0.04555,0.008,0.05182,0.07455,0.23182,5.13397,5.33647,5.67322,-0.108,-0.037,0.11,0.394,1.004,0,0,1,0,0,0,0,0,0,0,0
2023-05-31,-0.09238,-0.04926,0.01473,0.04455,0.07455,0.23182,5.17976,5.44504,5.72803,-0.118,-0.051,0.095,0.436,1.024,0,0,0,1,0,0,0,0,0,0,0
2023-06-30,-0.07517,-0.04568,0.02311,0.04455,0.07,0.23182,5.21621,5.52659,5.77417,-0.119,-0.067,0.065,0.401,1.0,0,0,0,0,1,0,0,0,0,0,0
2023-07-31,-0.09315,-0.03735,0.02803,0.04545,0.07,0.23182,5.42655,5.60217,5.81608,-0.088,0.005,0.18,0.612,1.249,0,0,0,0,0,1,0,0,0,0,0
2023-08-31,-0.08133,-0.02061,0.03761,0.06636,0.07,0.23182,5.4309,5.60817,5.81679,-0.074,0.032,0.227,0.651,1.387,0,0,0,0,0,0,1,0,0,0,0
2023-09-29,-0.05169,-0.00759,0.04845,0.05636,0.07,0.23182,5.43482,5.61719,5.81735,-0.064,0.05,0.316,0.765,1.482,0,0,0,0,0,0,0,1,0,0,0
2023-10-31,-0.04297,-0.00607,0.06567,0.05636,0.07,0.23182,5.44522,5.6235,5.81946,-0.013,0.146,0.459,0.947,1.721,0,0,0,0,0,0,0,0,1,0,0
2023-11-30,-0.04049,-0.00365,0.08047,0.05545,0.07,0.23182,5.45894,5.6197,5.81843,-0.058,0.029,0.257,0.672,1.431,0,0,0,0,0,0,0,0,0,1,0
2023-12-29,-0.04749,0.00502,0.09443,0.06545,0.08,0.23182,5.45256,5.61216,5.81703,-0.033,0.053,0.207,0.614,1.389,0,0,0,0,0,0,0,0,0,0,1
2024-01-31,-0.03535,0.03841,0.11153,0.06364,0.08091,0.23182,5.43401,5.60948,5.81954,-0.035,0.081,0.308,0.732,1.544,0,0,0,0,0,0,0,0,0,0,0
2024-02-29,-0.01328,0.06489,0.14739,0.06455,0.10091,0.23182,5.43616,5.61083,5.82389,0.032,0.179,0.364,0.709,1.457,1,0,0,0,0,0,0,0,0,0,0
2024-03-29,0.04641,0.08436,0.18217,0.19273,0.26091,0.23182,5.44467,5.61615,5.79909,0.049,0.188,0.358,0.727,1.497,0,1,0,0,0,0,0,0,0,0,0
2024-04-30,0.04685,0.08465,0.20702,0.19273,0.25727,0.23182,5.43914,5.62322,5.71793,0.099,0.289,0.477,0.879,1.653,0,0,1,0,0,0,0,0,0,0,0
2024-05-31,0.0471,0.13181,0.23182,0.19545,0.28727,0.23182,5.44976,5.63048,5.6059,0.23,0.405,0.647,1.07,1.879,0,0,0,1,0,0,0,0,0,0,0
2024-06-28,0.04726,0.17893,0.25502,0.19818,0.30727,0.23182,5.46564,5.57567,5.47371,0.187,0.366,0.587,1.057,1.893,0,0,0,0,1,0,0,0,0,0,0
2024-07-31,0.18988,0.23068,0.28676,0.26,0.36727,0.23182,5.46098,5.40461,5.29042,0.282,0.456,0.668,1.056,1.836,0,0,0,0,0,1,0,0,0,0,0
2024-08-30,0.19452,0.23229,0.32568,0.33909,0.44727,0.23182,5.28354,5.18126,5.12771,0.26,0.374,0.505,0.898,1.719,0,0,0,0,0,0,1,0,0,0,0
2024-09-30,0.19468,0.23239,0.36775,0.34182,0.43727,0.23182,4.96896,4.96433,4.98308,0.223,0.392,0.507,0.861,1.68,0,0,0,0,0,0,0,1,0,0,0
2024-10-31,0.19482,0.24322,0.4091,0.34364,0.45,0.23182,4.77464,4.78349,4.89599,0.306,0.446,0.586,0.952,1.788,0,0,0,0,0,0,0,0,1,0,0
2024-11-29,0.19481,0.3194,0.44863,0.39455,0.57,0.23182,4.65178,4.68584,4.8389,0.466,0.589,0.721,1.048,1.86,0,0,0,0,0,0,0,0,0,1,0
2024-12-31,0.21886,0.4034,0.49116,0.41909,0.62,0.23182,4.44459,4.61606,4.80091,0.427,0.605,0.745,1.101,1.901,0,0,0,0,0,0,0,0,0,0,1
2025-01-31,0.44191,0.47913,0.52918,0.59455,0.76727,0.23182,4.46593,4.62297,4.80351,0.549,0.727,0.909,1.245,1.936,0,0,0,0,0,0,0,0,0,0,0
2025-02-28,0.44121,0.47891,0.52907,0.62455,0.79182,0.23182,4.44843,4.60957,4.80414,0.614,0.81,1.01,1.378,2.034,1,0,0,0,0,0,0,0,0,0,0
2025-03-31,0.44099,0.47897,0.52912,0.60636,0.82091,0.23182,4.46516,4.60498,4.80015,0.624,0.836,1.102,1.49,2.233,0,1,0,0,0,0,0,0,0,0,0
2025-04-30,0.44116,0.47915,0.52918,0.60727,0.78364,0.23182,4.42603,4.6032,4.77642,0.553,0.677,0.894,1.317,2.205,0,0,1,0,0,0,0,0,0,0,0
2025-05-30,0.44145,0.47923,0.52931,0.60364,0.77545,0.23182,4.4352,4.61755,4.72548,0.569,0.741,1.014,1.501,2.41,0,0,0,1,0,0,0,0,0,0,0
2025-06-30,0.44155,0.47923,0.54018,0.60364,0.77273,0.23182,4.45981,4.61393,4.63709,0.578,0.75,0.98,1.432,2.346,0,0,0,0,1,0,0,0,0,0,0
2025-07-31,0.44125,0.47911,0.58206,0.59273,0.77273,0.23182,4.4699,4.56591,4.52256,0.649,0.823,1.096,1.557,2.544,0,0,0,0,0,1,0,0,0,0,0
2025-08-29,0.44145,0.47935,0.5855,0.60182,0.77273,0.23182,4.43031,4.45394,4.52256,0.717,0.871,1.148,1.602,2.61,0,0,0,0,0,0,1,0,0,0,0
2025-09-30,0.44135,0.50117,0.5855,0.60182,0.81818,0.23182,4.32302,4.28068,4.52256,0.765,0.944,1.23,1.648,2.609,0,0,0,0,0,0,0,1,0,0,0
2025-10-31,0.44202,0.58542,0.5855,0.59909,0.80909,0.23182,4.11166,4.10136,4.52256,0.721,0.925,1.231,1.669,2.6,0,0,0,0,0,0,0,0,1,0,0
2025-11-28,0.49747,0.58542,0.5855,0.62091,0.80636,0.23182,3.9368,4.10136,4.52256,0.793,0.979,1.326,1.812,2.838,0,0,0,0,0,0,0,0,0,1,0
2025-12-31,0.68843,0.58542,0.5855,0.87273,1.07273,0.23182,3.79372,4.10136,4.52256,0.919,1.178,1.548,2.066,2.984,0,0,0,0,0,0,0,0,0,0,1
